Year,Quarter,Metropolitan Statistical Areas,Debt-to-Income Ratio Low,Debt-to-Income Ratio High
2017,2,"Port St. Lucie, FL (Metropolitan Statistical Area)",2.57,
2017,2,"Prescott, AZ (Metropolitan Statistical Area)",2.57,
2017,2,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Provo-Orem, UT (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Pueblo, CO (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Punta Gorda, FL (Metropolitan Statistical Area)",2.57,
2017,2,"Racine, WI (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Raleigh, NC (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Rapid City, SD (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Reading, PA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Redding, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Reno, NV (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Richmond, VA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2.57,
2017,2,"Roanoke, VA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Rochester, MN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Rochester, NY (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Rockford, IL (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Rocky Mount, NC (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Rome, GA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Saginaw, MI (Metropolitan Statistical Area)",0.51,1.02
2017,2,"St. Cloud, MN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"St. George, UT (Metropolitan Statistical Area)",2.1,2.57
2017,2,"St. Joseph, MO-KS (Metropolitan Statistical Area)",0.51,1.02
2017,2,"St. Louis, MO-IL (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Salem, OR (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Salinas, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Salisbury, MD-DE (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Salt Lake City, UT (Metropolitan Statistical Area)",1.26,1.37
2017,2,"San Angelo, TX (Metropolitan Statistical Area)",1.37,1.49
2017,2,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1.49,1.63
2017,2,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",2.57,
2017,2,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2.57,
2017,2,"Santa Fe, NM (Metropolitan Statistical Area)",2.57,
2017,2,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Santa Rosa, CA (Metropolitan Statistical Area)",2.57,
2017,2,"Savannah, GA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2.57,
2017,2,"Sebring, FL (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Sheboygan, WI (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Sherman-Denison, TX (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Sioux Falls, SD (Metropolitan Statistical Area)",1.15,1.26
2017,2,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Spartanburg, SC (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Springfield, IL (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Springfield, MA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Springfield, MO (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Springfield, OH (Metropolitan Statistical Area)",1.37,1.49
2017,2,"State College, PA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Stockton-Lodi, CA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Sumter, SC (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Syracuse, NY (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Tallahassee, FL (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Terre Haute, IN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Texarkana, TX-AR (Metropolitan Statistical Area)",1.02,1.15
2017,2,"The Villages, FL (Metropolitan Statistical Area)",2.57,
2017,2,"Toledo, OH (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Topeka, KS (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Trenton, NJ (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Tucson, AZ (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Tulsa, OK (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Tuscaloosa, AL (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Tyler, TX (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Urban Honolulu, HI (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Utica-Rome, NY (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Valdosta, GA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",2.57,
2017,2,"Victoria, TX (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Visalia-Porterville, CA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Waco, TX (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Walla Walla, WA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Warner Robins, GA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Wausau, WI (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Wenatchee, WA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Wheeling, WV-OH (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Wichita, KS (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Wichita Falls, TX (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Williamsport, PA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Wilmington, NC (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Winchester, VA-WV (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Winston-Salem, NC (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Worcester, MA-CT (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Yakima, WA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"York-Hanover, PA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Yuba City, CA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Yuma, AZ (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Abilene, TX (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Akron, OH (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Albany, GA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Albany, OR (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Albuquerque, NM (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Alexandria, LA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Altoona, PA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Amarillo, TX (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Ames, IA (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Anchorage, AK (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Ann Arbor, MI (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Appleton, WI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Asheville, NC (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Athens-Clarke County, GA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Auburn-Opelika, AL (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Austin-Round Rock, TX (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Bakersfield, CA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Bangor, ME (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Barnstable Town, MA (Metropolitan Statistical Area)",2.57,
2017,1,"Baton Rouge, LA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Battle Creek, MI (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Bay City, MI (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Beckley, WV (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Bellingham, WA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Bend-Redmond, OR (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Billings, MT (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Binghamton, NY (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Bismarck, ND (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Bloomington, IL (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Bloomington, IN (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Boise City, ID (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Boulder, CO (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Bowling Green, KY (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",2.57,
2017,1,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Brunswick, GA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Burlington, NC (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",1.26,1.37
2017,1,"California-Lexington Park, MD (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Canton-Massillon, OH (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Carbondale-Marion, IL (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Carson City, NV (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Casper, WY (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Cedar Rapids, IA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Charleston, WV (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Charlottesville, VA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Cheyenne, WY (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Chico, CA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Clarksville, TN-KY (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Cleveland, TN (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2.57,
2017,1,"College Station-Bryan, TX (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Colorado Springs, CO (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Columbia, MO (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Columbia, SC (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Columbus, GA-AL (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Columbus, IN (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Columbus, OH (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Corpus Christi, TX (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Corvallis, OR (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Cumberland, MD-WV (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Dalton, GA (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Danville, IL (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2.57,
2017,1,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Dayton, OH (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Decatur, AL (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Decatur, IL (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Dothan, AL (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Dover, DE (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Dubuque, IA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Duluth, MN-WI (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1.02,1.15
2017,1,"East Stroudsburg, PA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Eau Claire, WI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"El Centro, CA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Elmira, NY (Metropolitan Statistical Area)",1.02,1.15
2017,1,"El Paso, TX (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Erie, PA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Eugene, OR (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Evansville, IN-KY (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Fairbanks, AK (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Fargo, ND-MN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Farmington, NM (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Fayetteville, NC (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Flagstaff, AZ (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Flint, MI (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Florence, SC (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Fond du Lac, WI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Fort Collins, CO (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Fort Wayne, IN (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Fresno, CA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Gadsden, AL (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Gainesville, FL (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Gainesville, GA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Gettysburg, PA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Glens Falls, NY (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Goldsboro, NC (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Grand Island, NE (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Grand Junction, CO (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Grants Pass, OR (Metropolitan Statistical Area)",2.57,
2017,1,"Great Falls, MT (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Greeley, CO (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Green Bay, WI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Greenville, NC (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Hammond, LA (Metropolitan Statistical Area)",2.57,
2017,1,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Harrisonburg, VA (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Hattiesburg, MS (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",2.57,
2017,1,"Hinesville, GA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Homosassa Springs, FL (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Hot Springs, AR (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Huntsville, AL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Idaho Falls, ID (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Iowa City, IA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Ithaca, NY (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Jackson, MI (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Jackson, MS (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Jackson, TN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Jacksonville, FL (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Jacksonville, NC (Metropolitan Statistical Area)",2.57,
2017,1,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Jefferson City, MO (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Johnson City, TN (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Johnstown, PA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Jonesboro, AR (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Joplin, MO (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Kankakee, IL (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Kansas City, MO-KS (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Killeen-Temple, TX (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Kingston, NY (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Knoxville, TN (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Kokomo, IN (Metropolitan Statistical Area)",0.51,1.02
2017,1,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Lafayette, LA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Lake Charles, LA (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2.57,
2017,1,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Lancaster, PA (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Laredo, TX (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Las Cruces, NM (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Lawrence, KS (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Lawton, OK (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Lebanon, PA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Lewiston, ID-WA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Lima, OH (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Lincoln, NE (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Logan, UT-ID (Metropolitan Statistical Area)",1.63,1.81
2017,1,"Longview, TX (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Longview, WA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Lubbock, TX (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Lynchburg, VA (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Madera, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Madison, WI (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Manhattan, KS (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Mansfield, OH (Metropolitan Statistical Area)",1.15,1.26
2017,1,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Medford, OR (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Merced, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Midland, MI (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Midland, TX (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Missoula, MT (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Mobile, AL (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Modesto, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Monroe, LA (Metropolitan Statistical Area)",1.26,1.37
2017,1,"Monroe, MI (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Montgomery, AL (Metropolitan Statistical Area)",1.37,1.49
2017,1,"Morgantown, WV (Metropolitan Statistical Area)",1.02,1.15
2017,1,"Morristown, TN (Metropolitan Statistical Area)",1.49,1.63
2017,1,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2.1,2.57
2017,1,"Muncie, IN (Metropolitan Statistical Area)",0.51,1.02
2017,1,"Muskegon, MI (Metropolitan Statistical Area)",1.15,1.26
2017,1,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2.57,
2017,1,"Napa, CA (Metropolitan Statistical Area)",1.81,2.1
2017,1,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",2.57,
