"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2017"
"41660","San Angelo, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"41660","San Angelo, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5289508
"41660","San Angelo, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",120501
"41660","San Angelo, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"41660","San Angelo, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43896
"41660","San Angelo, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",73410
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",111030910
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",2474274
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44874
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1455460
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",193199828
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",3325468
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",58097
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",2119705
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",436388051
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",4710693
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",92638
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",3351475
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",196747512
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",1993582
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",98690
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1430272
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",15735750
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",282838
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",55635
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",173130
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17854678
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",275105
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",64901
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",155451
"42140","Santa Fe, NM (Metropolitan Statistical Area)","","Place of residence profile",""
"42140","Santa Fe, NM (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",8269830
"42140","Santa Fe, NM (Metropolitan Statistical Area)","100","  Population (persons) 3/",149617
"42140","Santa Fe, NM (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42140","Santa Fe, NM (Metropolitan Statistical Area)","110","  Per capita personal income 4/",55273
"42140","Santa Fe, NM (Metropolitan Statistical Area)","240","Total employment (number of jobs)",93813
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",26572680
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",445606
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",59633
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",276436
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",30280366
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",503246
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",60170
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",304145
"42340","Savannah, GA (Metropolitan Statistical Area)","","Place of residence profile",""
"42340","Savannah, GA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17290550
"42340","Savannah, GA (Metropolitan Statistical Area)","100","  Population (persons) 3/",386337
"42340","Savannah, GA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42340","Savannah, GA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44755
"42340","Savannah, GA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",234619
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","","Place of residence profile",""
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",24395784
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",555645
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43905
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",324831
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","","Place of residence profile",""
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",271575069
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",3884469
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",69913
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",2611999
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",11133656
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",154314
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",72149
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",80405
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3425904
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",104060
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",32922
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",40633
"43100","Sheboygan, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"43100","Sheboygan, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5844985
"43100","Sheboygan, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",115235
"43100","Sheboygan, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43100","Sheboygan, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",50722
"43100","Sheboygan, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",74532
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5335477
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",131214
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40662
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",69718
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","","Place of residence profile",""
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17538748
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","100","  Population (persons) 3/",400357
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43808
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",239096
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","","Place of residence profile",""
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4895203
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","100","  Population (persons) 3/",124990
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39165
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",51109
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","","Place of residence profile",""
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6878449
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","100","  Population (persons) 3/",143127
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48058
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","240","Total employment (number of jobs)",95052
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","","Place of residence profile",""
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",14927674
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","100","  Population (persons) 3/",260521
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","110","  Per capita personal income 4/",57299
"43620","Sioux Falls, SD (Metropolitan Statistical Area)","240","Total employment (number of jobs)",201210
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","","Place of residence profile",""
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",14665803
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","100","  Population (persons) 3/",321447
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45624
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",176994
"43900","Spartanburg, SC (Metropolitan Statistical Area)","","Place of residence profile",""
"43900","Spartanburg, SC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",12812008
"43900","Spartanburg, SC (Metropolitan Statistical Area)","100","  Population (persons) 3/",306632
"43900","Spartanburg, SC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"43900","Spartanburg, SC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41783
"43900","Spartanburg, SC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",180478
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","","Place of residence profile",""
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",24229248
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",550595
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44006
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",315316
"44100","Springfield, IL (Metropolitan Statistical Area)","","Place of residence profile",""
"44100","Springfield, IL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9633687
"44100","Springfield, IL (Metropolitan Statistical Area)","100","  Population (persons) 3/",209175
"44100","Springfield, IL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44100","Springfield, IL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",46056
"44100","Springfield, IL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",128998
"44140","Springfield, MA (Metropolitan Statistical Area)","","Place of residence profile",""
"44140","Springfield, MA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",35054755
"44140","Springfield, MA (Metropolitan Statistical Area)","100","  Population (persons) 3/",700293
"44140","Springfield, MA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44140","Springfield, MA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",50057
"44140","Springfield, MA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",408468
"44180","Springfield, MO (Metropolitan Statistical Area)","","Place of residence profile",""
"44180","Springfield, MO (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",18633452
"44180","Springfield, MO (Metropolitan Statistical Area)","100","  Population (persons) 3/",462300
"44180","Springfield, MO (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44180","Springfield, MO (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40306
"44180","Springfield, MO (Metropolitan Statistical Area)","240","Total employment (number of jobs)",283362
"44220","Springfield, OH (Metropolitan Statistical Area)","","Place of residence profile",""
"44220","Springfield, OH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5282966
"44220","Springfield, OH (Metropolitan Statistical Area)","100","  Population (persons) 3/",134649
"44220","Springfield, OH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44220","Springfield, OH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39235
"44220","Springfield, OH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",62171
"44300","State College, PA (Metropolitan Statistical Area)","","Place of residence profile",""
"44300","State College, PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7224437
"44300","State College, PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",162250
"44300","State College, PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44300","State College, PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44527
"44300","State College, PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",119115
"44420","Staunton, VA (Metropolitan Statistical Area) *","","Place of residence profile",""
"44420","Staunton, VA (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",5199161
"44420","Staunton, VA (Metropolitan Statistical Area) *","100","  Population (persons) 3/",121984
"44420","Staunton, VA (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"44420","Staunton, VA (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",42622
"44420","Staunton, VA (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",65173
"44700","Stockton, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"44700","Stockton, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",31475861
"44700","Stockton, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",742516
"44700","Stockton, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44700","Stockton, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42391
"44700","Stockton, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",331977
"44940","Sumter, SC (Metropolitan Statistical Area)","","Place of residence profile",""
"44940","Sumter, SC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5025970
"44940","Sumter, SC (Metropolitan Statistical Area)","100","  Population (persons) 3/",140514
"44940","Sumter, SC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"44940","Sumter, SC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",35768
"44940","Sumter, SC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",66275
"45060","Syracuse, NY (Metropolitan Statistical Area)","","Place of residence profile",""
"45060","Syracuse, NY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",31256367
"45060","Syracuse, NY (Metropolitan Statistical Area)","100","  Population (persons) 3/",651048
"45060","Syracuse, NY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45060","Syracuse, NY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48009
"45060","Syracuse, NY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",383083
"45220","Tallahassee, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"45220","Tallahassee, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",15570591
"45220","Tallahassee, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",383467
"45220","Tallahassee, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45220","Tallahassee, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40605
"45220","Tallahassee, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",228074
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",140073159
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",3091225
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45313
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1780852
"45460","Terre Haute, IN (Metropolitan Statistical Area)","","Place of residence profile",""
"45460","Terre Haute, IN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6876722
"45460","Terre Haute, IN (Metropolitan Statistical Area)","100","  Population (persons) 3/",186925
"45460","Terre Haute, IN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45460","Terre Haute, IN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36789
"45460","Terre Haute, IN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",91899
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","","Place of residence profile",""
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5482014
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","100","  Population (persons) 3/",150254
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36485
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)","240","Total employment (number of jobs)",78848
"45540","The Villages, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"45540","The Villages, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5509132
"45540","The Villages, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",124933
"45540","The Villages, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45540","The Villages, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44097
"45540","The Villages, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",42991
"45780","Toledo, OH (Metropolitan Statistical Area)","","Place of residence profile",""
"45780","Toledo, OH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",28786541
"45780","Toledo, OH (Metropolitan Statistical Area)","100","  Population (persons) 3/",644462
"45780","Toledo, OH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45780","Toledo, OH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44668
"45780","Toledo, OH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",395990
"45820","Topeka, KS (Metropolitan Statistical Area)","","Place of residence profile",""
"45820","Topeka, KS (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",10202267
"45820","Topeka, KS (Metropolitan Statistical Area)","100","  Population (persons) 3/",233153
"45820","Topeka, KS (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45820","Topeka, KS (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43758
"45820","Topeka, KS (Metropolitan Statistical Area)","240","Total employment (number of jobs)",144533
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","","Place of residence profile",""
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",24282260
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","100","  Population (persons) 3/",368602
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",65877
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",283989
"46060","Tucson, AZ (Metropolitan Statistical Area)","","Place of residence profile",""
"46060","Tucson, AZ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",43291870
"46060","Tucson, AZ (Metropolitan Statistical Area)","100","  Population (persons) 3/",1027502
"46060","Tucson, AZ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46060","Tucson, AZ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42133
"46060","Tucson, AZ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",518656
"46140","Tulsa, OK (Metropolitan Statistical Area)","","Place of residence profile",""
"46140","Tulsa, OK (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",50705092
"46140","Tulsa, OK (Metropolitan Statistical Area)","100","  Population (persons) 3/",991610
"46140","Tulsa, OK (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46140","Tulsa, OK (Metropolitan Statistical Area)","110","  Per capita personal income 4/",51134
"46140","Tulsa, OK (Metropolitan Statistical Area)","240","Total employment (number of jobs)",602700
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","","Place of residence profile",""
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9135950
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","100","  Population (persons) 3/",251018
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36396
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",139724
"46300","Twin Falls, ID (Metropolitan Statistical Area)","","Place of residence profile",""
"46300","Twin Falls, ID (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4132141
"46300","Twin Falls, ID (Metropolitan Statistical Area)","100","  Population (persons) 3/",109037
"46300","Twin Falls, ID (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46300","Twin Falls, ID (Metropolitan Statistical Area)","110","  Per capita personal income 4/",37897
"46300","Twin Falls, ID (Metropolitan Statistical Area)","240","Total employment (number of jobs)",64497
"46340","Tyler, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"46340","Tyler, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",11835720
"46340","Tyler, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",227460
"46340","Tyler, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46340","Tyler, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",52034
"46340","Tyler, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",149940
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","","Place of residence profile",""
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",56274893
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","100","  Population (persons) 3/",986429
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",57049
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",657903
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","","Place of residence profile",""
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",12509125
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","100","  Population (persons) 3/",292336
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42790
"46540","Utica-Rome, NY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",156060
"46660","Valdosta, GA (Metropolitan Statistical Area)","","Place of residence profile",""
"46660","Valdosta, GA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5032900
"46660","Valdosta, GA (Metropolitan Statistical Area)","100","  Population (persons) 3/",145403
"46660","Valdosta, GA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"46660","Valdosta, GA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",34613
"46660","Valdosta, GA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",77770
"46700","Vallejo, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"46700","Vallejo, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",21467887
"46700","Vallejo, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",443877
"46700","Vallejo, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
